Player,Team,Salary
Los Angeles Rams,LAR,3300
Houston Texans,HOU,4700
Chicago Bears,CHI,4700
New Orleans Saints,NO,3300
Indianapolis Colts,IND,4000
Kansas City Chiefs,KC,3200
New York Giants,NYG,3700
Washington Redskins,WAS,3600
Jacksonville Jaguars,JAX,3600
Pittsburgh Steelers,PIT,3800
Minnesota Vikings,MIN,3800
Denver Broncos,DEN,3300
Detroit Lions,DET,3300
Dallas Cowboys,DAL,3400
Oakland Raiders,OAK,3400
Seattle Seahawks,SEA,3100
Green Bay Packers,GB,3700
Cincinnati Bengals,CIN,3300
Arizona Cardinals,ARI,4000
Tampa Bay Buccaneers,TB,3700
Carolina Panthers,CAR,4000
Atlanta Falcons,ATL,3500
Baltimore Ravens,BAL,4200
Los Angeles Chargers,LAC,4600
Philadelphia Eagles,PHI,3400
Tennessee Titans,TEN,3400
