Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Adam Shaheen,CHI,1.3,13.9,0.3,0,0,0,0.05,0.0,0.0
Alan Cross,TB,0.5,5.3,0.2409897946118339,0,0,0,0.02,0.0,0.0
Anthony Firkser,TEN,2.5,31.2,0.2,0,0,0,0.03,0.0,0.0
Antonio Gates,LAC,2.28,26.24,0.3,0,0,0,0.02,0.0,0.0
Antony Auclair,TB,0.9,11.7,0.1683262177181717,0,0,0,0.05,0.0,0.0
Austin Hooper,ATL,4.5,41.9,0.3,0,0,0,0.09,0.0,0.0
Ben Braunecker,CHI,0.2,2.3,0.02,0,0,0,0.03,0.0,0.0
Ben Koyack,JAX,0.5,8.005379904782872,0.04,0,0,0,0.03,0.0,0.0
Benjamin Watson,NO,2.7,27.2,0.2,0,0,0,0.03,0.0,0.0
Blake Bell,JAX,1.4,14.9,0.2311746973195704,0,0,0,0.06,0.0,0.0
Blake Jarwin,DAL,2.1,21.8,0.1,0,0,0,0.03,0.0,0.0
Brian Parker,DEN,1.4,15.4,0.15851112042382812,0,0,0,0.03,0.0,0.0
C.J. Uzomah,CIN,4.0,40.0,0.3,0,0,0,0.05,0.0,0.0
Cameron Brate,TB,3.5,40.6,1.0,0,0,0,0.05,0.0,0.0
Charles Clay,BUF,3.1,31.9,0.1,0,0,0,0.05,0.0,0.0
Chris Herndon,NYJ,4.0,40.0,0.4,0,0,0,0.07,0.0,0.0
Chris Manhertz,CAR,0.2,1.5025245424687588,0.03,0,0,0,0.04,0.0,0.0
Clark Harris,CIN,0.05,1.37,0.02,0,0,0,0.02,0.0,0.0
Dallas Goedert,PHI,1.7,19.6,0.3,0,0,0,0.04,0.0,0.0
Dalton Schultz,DAL,1.4,14.7,0.1,0,0,0,0.11,0.0,0.0
Dan Arnold,NO,2.7,30.0,0.2,0,0,0,0.4,0.0,0.0
Daniel Brown,CHI,0.17,2.7762701496282878,0.01,0,0,0,0.03,0.0,0.0
Darrell Daniels,ARI,0.1,2.2188118191119153,0.01,0,0,0,0.03,0.0,0.0
Darren Fells,CLE,1.1,12.8,0.23968593338856636,0,0,0,0.06,0.0,0.0
David Njoku,CLE,5.0,55.0,1.0,0,0,0,0.07,0.0,0.0
Demetrius Harris,KC,1.3,17.0,0.2,0,0,0,0.03,0.0,0.0
Derek Carrier,OAK,1.6,17.3,0.1486960231293411,0,0,0,0.03,0.0,0.0
Durham Smythe,MIA,1.0,10.6,0.1,0,0,0,0.03,0.0,0.0
Ed Dickson,SEA,2.7,32.0,0.3,0,0,0,0.03,0.0,0.0
Eric Ebron,IND,5.0,61.9,1.0,0,0,0,1.74,0.01,0.0
Eric Saubert,ATL,0.6,3.6,0.03,0,0,0,0.03,0.0,0.0
Eric Tomlinson,NYJ,0.7,6.7,0.04,0,0,0,0.07,0.0,0.0
Erik Swoope,IND,1.8,18.3,0.2,0,0,0,0.03,0.0,0.0
Garrett Celek,SF,0.5,10.562632552387072,0.2691312252681911,0,0,0,0.02,0.0,0.0
Garrett Dickerson,NYG,0.12,1.47,0.02,0,0,0,0.04,0.0,0.0
George Kittle,SF,6.27,80.6,1.0,0,0,0,0.85,0.0,0.0
Gerald Everett,LAR,4.0,40.0,1.0,0,0,0,0.2,0.0,0.0
Greg Olsen,CAR,4.0,52.0,0.4,0,0,0,0.05,0.0,0.0
Hayden Hurst,BAL,2.0,17.4,0.2,0,0,0,0.7,0.01,0.0
Ian Thomas,CAR,0.5,8.549088207580311,0.02,0,0,0,0.02,0.0,0.0
Jacob Hollister,NE,0.7,7.7,0.1,0,0,0,0.1,0.0,0.0
James O'Shaughnessy,JAX,3.0,35.0,0.2,0,0,0,0.06,0.0,0.0
Jared Cook,OAK,4.2,54.2,1.0,0,0,0,0.08,0.0,0.0
Jason Croom,BUF,1.8,20.61,0.2,0,0,0,0.08,0.0,0.0
Jeremy Sprinkle,WAS,0.2,2.5,0.01,0,0,0,0.03,0.0,0.0
Jermaine Gresham,ARI,1.8,17.8,0.11925073124472296,0,0,0,0.06,0.0,0.0
Jesse James,PIT,2.7,32.6,0.2,0,0,0,0.06,0.0,0.0
Jimmy Graham,GB,3.0,40.3,0.4,0,0,0,0.03,0.0,0.0
John Phillips,ARI,0.2,3.4373349102150206,0.02,0,0,0,0.03,0.0,0.0
Jonnu Smith,TEN,4.0,45.0,0.4,0,0,0,0.13,0.0,0.0
Jordan Akins,HOU,1.1,13.637077036503175,0.1388809258310535,0,0,0,0.02,0.0,0.0
Jordan Franks,CIN,0.46,4.45,0.04,0,0,0,0.02,0.0,0.0
Jordan Leggett,NYJ,1.1,11.3,0.14869602312371666,0,0,0,0.03,0.0,0.0
Jordan Reed,WAS,7.0,60.0,1.0,0,0,0,0.09,0.0,0.0
Jordan Thomas,HOU,2.4,22.0,0.3,0,0,0,0.06,0.0,0.0
Josh Hill,NO,1.54,18.35,0.12,0,0,0,0.26,0.0,0.0
Kyle Rudolph,MIN,4.1,45.0,0.4,0,0,0,0.04,0.0,0.0
Lance Kendricks,GB,1.48,15.33,0.1,0,0,0,0.06,0.0,0.0
Lee Smith,OAK,1.0,10.8,0.1,0,0,0,0.03,0.0,0.0
Levine Toilolo,DET,1.7,18.3,0.2,0,0,0,0.06,0.0,0.0
Logan Paulsen,ATL,0.8,7.8,0.1,0,0,0,0.06,0.0,0.0
Luke Stocker,TEN,0.9,14.657571445699656,0.13888092581689884,0,0,0,1.83,0.01,0.0
Luke Willson,DET,2.3,23.2,0.2,0,0,0,0.03,0.0,0.0
Marcedes Lewis,GB,0.4,4.43046973847017,0.03,0,0,0,0.03,0.0,0.0
Mark Andrews,BAL,2.3,24.7,0.2,0,0,0,0.04,0.0,0.0
Matt LaCosse,DEN,3.09,35.0,0.3,0,0,0,0.09,0.0,0.0
Matt Lengel,CIN,0.8,8.4,0.1,0,0,0,0.02,0.0,0.0
Maxx Williams,BAL,0.7,10.621426734438353,0.34179480217019165,0,0,0,1.29,0.01,0.0
Mike Gesicki,MIA,2.0,20.0,0.1,0,0,0,0.03,0.0,0.0
MyCole Pruitt,TEN,0.28,3.15,0.03,0,0,0,0.03,0.0,0.0
Nick Boyle,BAL,1.81,16.66,0.1,0,0,0,0.08,0.0,0.0
Nick O'Leary,MIA,1.6,24.49312003514104,0.1,0,0,0,0.06,0.0,0.0
Nick Vannett,SEA,3.0,30.0,0.3,0,0,0,0.05,0.0,0.0
Orson Charles,CLE,0.2,2.6,0.02,0,0,0,0.03,0.0,0.0
Rhett Ellison,NYG,3.3,35.0,0.2,0,0,0,0.08,0.0,0.0
Richard Rodgers,PHI,0.5545825427505049,7.006836633554938,0.05,0,0,0,0.04,0.0,0.0
Ricky Seals-Jones,ARI,3.0,30.2,0.2,0,0,0,0.03,0.0,0.0
Rico Gathers,DAL,1.0,11.8,0.1,0,0,0,0.03,0.0,0.0
Rob Gronkowski,NE,4.5,68.6,1.0,0,0,0,0.07,0.0,0.0
Ross Dwelley,SF,0.2,5.19386145330969,0.02,0,0,0,0.02,0.0,0.0
Ryan Hewitt,IND,0.2,1.8,0.0,0,0,0,0.08,0.0,0.0
Scott Simonson,NYG,1.0,10.0,0.270435086490834,0,0,0,0.11,0.0,0.0
Sean Culkin,LAC,0.2,3.247002716047099,0.02,0,0,0,0.06,0.0,0.0
Seth DeValve,CLE,0.9,10.6,0.25931612796065506,0,0,0,0.03,0.0,0.0
Temarrick Hemingway,DEN,0.48,5.105970029091615,0.04,0,0,0,0.03,0.0,0.0
Travis Kelce,KC,7.24,110.0,1.0,0,0,0,0.07,0.0,0.0
Trey Burton,CHI,4.0,40.0,0.3,0,0,0,0.32,0.0,0.0
Tyler Conklin,MIN,0.8,8.6,0.1,0,0,0,0.07,0.0,0.0
Tyler Higbee,LAR,2.4,28.6,0.3,0,0,0,0.07,0.0,0.0
Vance McDonald,PIT,4.0,42.8,1.0,0,0,0,0.09,0.0,0.0
Vernon Davis,WAS,3.0,30.8,0.2,0,0,0,0.03,0.0,0.0
Virgil Green,LAC,2.0,18.24,0.2,0,0,0,0.1,0.0,0.0
Xavier Grimble,PIT,0.6,5.8,0.04,0,0,0,0.03,0.0,0.0
Zach Ertz,PHI,7.0,71.5,1.0,0,0,0,0.09,0.0,0.0
